用户标识,业务类型,主叫时长（分）,被叫时长（分）,免费流量,计费流量,月均上网时长（分）,入网时长（天）,最近一次缴费金额（元）,总缴费金额(元),缴费次数,余额,是否潜在合约用户
64405,4G,145.0,110.0,394.0,73.0,144.0,239.0,66.0,661.0,8.0,50.0,1
60389,3G,93.0,74.0,379.0,5.0,82.0,174.0,38.0,644.0,7.0,77.0,0
64652,4G,88.0,93.0,381.0,17.0,91.0,250.0,48.0,494.0,7.0,42.0,0
62840,3G,98.0,55.0,391.0,0.0,94.0,173.0,39.0,543.0,5.0,28.0,1
69473,4G,77.0,94.0,378.0,24.0,95.0,157.0,68.0,384.0,9.0,34.0,0
61960,3G,98.0,70.0,374.0,0.0,71.0,227.0,74.0,555.0,6.0,62.0,0
62846,2G,122.0,84.0,385.0,16.0,86.0,253.0,60.0,514.0,12.0,69.0,0
67044,4G,78.0,106.0,393.0,-0.0,71.0,183.0,47.0,304.0,6.0,58.0,0
67132,2G,98.0,87.0,379.0,32.0,79.0,208.0,79.0,324.0,9.0,41.0,0
69742,3G,97.0,131.0,414.0,49.0,128.0,126.0,45.0,357.0,11.0,76.0,1
61583,3G,146.0,99.0,388.0,27.0,137.0,219.0,71.0,363.0,10.0,25.0,1
65996,3G,101.0,90.0,404.0,0.0,116.0,168.0,69.0,569.0,14.0,18.0,1
66509,3G,86.0,75.0,403.0,16.0,65.0,177.0,45.0,450.0,11.0,65.0,0
69201,4G,59.0,137.0,393.0,21.0,144.0,218.0,75.0,578.0,8.0,34.0,1
66517,4G,87.0,104.0,394.0,30.0,104.0,212.0,44.0,262.0,5.0,57.0,1
61887,4G,96.0,65.0,373.0,11.0,65.0,164.0,64.0,466.0,11.0,100.0,0
62940,2G,68.0,76.0,393.0,9.0,78.0,190.0,85.0,555.0,11.0,56.0,0
69759,2G,88.0,98.0,385.0,45.0,53.0,131.0,42.0,466.0,8.0,40.0,0
69365,2G,94.0,97.0,365.0,0.0,51.0,161.0,66.0,519.0,10.0,60.0,0
65066,4G,99.0,61.0,378.0,17.0,109.0,156.0,56.0,403.0,7.0,70.0,0
61109,4G,138.0,82.0,419.0,121.0,70.0,177.0,44.0,530.0,8.0,87.0,1
68865,3G,86.0,129.0,420.0,77.0,128.0,178.0,58.0,379.0,9.0,93.0,1
61004,3G,118.0,93.0,407.0,83.0,103.0,218.0,14.0,254.0,13.0,42.0,1
69302,3G,99.0,179.0,398.0,122.0,143.0,126.0,35.0,658.0,7.0,28.0,1
65040,3G,94.0,100.0,392.0,22.0,104.0,168.0,74.0,475.0,8.0,41.0,0
63396,4G,99.0,104.0,392.0,29.0,106.0,142.0,69.0,595.0,8.0,49.0,0
60885,3G,87.0,84.0,380.0,47.0,82.0,234.0,59.0,419.0,8.0,74.0,0
60934,3G,79.0,65.0,387.0,44.0,65.0,201.0,82.0,367.0,8.0,53.0,0
66053,4G,100.0,104.0,387.0,0.0,99.0,189.0,123.0,443.0,9.0,89.0,1
68211,3G,100.0,81.0,390.0,54.0,100.0,173.0,0.0,644.0,7.0,49.0,1
69911,3G,102.0,96.0,376.0,21.0,94.0,222.0,62.0,619.0,8.0,40.0,0
67515,4G,108.0,121.0,387.0,26.0,129.0,195.0,83.0,323.0,7.0,81.0,1
61798,3G,76.0,80.0,381.0,9.0,53.0,188.0,36.0,537.0,10.0,43.0,0
68173,3G,73.0,82.0,399.0,55.0,152.0,252.0,81.0,414.0,13.0,17.0,1
61274,3G,125.0,101.0,417.0,94.0,106.0,150.0,44.0,486.0,3.0,23.0,1
61625,4G,100.0,86.0,383.0,11.0,77.0,201.0,93.0,504.0,9.0,41.0,0
61091,2G,88.0,88.0,389.0,5.0,81.0,186.0,33.0,437.0,8.0,54.0,0
65182,3G,56.0,92.0,407.0,0.0,143.0,137.0,24.0,442.0,12.0,47.0,1
67223,3G,97.0,81.0,382.0,27.0,90.0,159.0,81.0,388.0,7.0,43.0,0
62944,3G,96.0,67.0,380.0,44.0,92.0,118.0,62.0,491.0,10.0,78.0,0
62088,3G,98.0,108.0,366.0,20.0,105.0,173.0,82.0,387.0,8.0,67.0,0
67086,3G,86.0,73.0,405.0,55.0,105.0,212.0,49.0,513.0,5.0,108.0,1
60505,3G,113.0,78.0,409.0,37.0,128.0,122.0,63.0,303.0,8.0,50.0,1
65985,3G,91.0,66.0,381.0,18.0,102.0,164.0,74.0,628.0,8.0,62.0,0
67124,3G,72.0,89.0,404.0,159.0,94.0,244.0,70.0,419.0,4.0,13.0,1
61362,3G,77.0,113.0,373.0,32.0,75.0,183.0,98.0,420.0,11.0,54.0,0
64174,3G,138.0,88.0,403.0,0.0,141.0,250.0,51.0,585.0,9.0,48.0,1
65482,3G,94.0,92.0,379.0,18.0,75.0,142.0,66.0,404.0,11.0,66.0,0
62719,2G,85.0,71.0,371.0,0.0,85.0,165.0,78.0,505.0,12.0,37.0,0
68486,3G,98.0,89.0,390.0,26.0,90.0,173.0,45.0,455.0,8.0,61.0,0
63580,4G,70.0,79.0,394.0,49.0,96.0,221.0,44.0,336.0,7.0,74.0,1
69018,3G,87.0,78.0,388.0,33.0,70.0,199.0,57.0,518.0,12.0,18.0,0
63733,4G,75.0,101.0,389.0,0.0,44.0,167.0,69.0,461.0,10.0,65.0,0
60189,4G,96.0,96.0,409.0,144.0,96.0,220.0,98.0,313.0,11.0,78.0,1
64592,4G,102.0,85.0,382.0,62.0,83.0,205.0,79.0,566.0,8.0,57.0,0
60081,4G,91.0,69.0,389.0,14.0,96.0,157.0,93.0,433.0,9.0,57.0,0
60722,2G,82.0,106.0,370.0,32.0,69.0,186.0,74.0,529.0,10.0,55.0,0
63843,3G,89.0,100.0,399.0,25.0,60.0,196.0,45.0,396.0,7.0,67.0,0
69397,4G,71.0,98.0,387.0,0.0,128.0,114.0,41.0,350.0,11.0,36.0,1
61078,4G,103.0,101.0,396.0,18.0,143.0,248.0,110.0,473.0,9.0,39.0,1
69495,2G,95.0,92.0,388.0,0.0,97.0,164.0,80.0,528.0,11.0,70.0,0
60210,4G,93.0,77.0,413.0,91.0,97.0,233.0,49.0,350.0,13.0,92.0,1
60967,4G,102.0,67.0,377.0,58.0,93.0,193.0,75.0,602.0,7.0,72.0,0
64414,3G,128.0,112.0,406.0,34.0,94.0,160.0,29.0,439.0,2.0,51.0,1
67241,4G,47.0,116.0,402.0,50.0,122.0,160.0,102.0,514.0,4.0,13.0,1
63188,4G,111.0,112.0,391.0,140.0,94.0,200.0,109.0,442.0,12.0,111.0,1
66840,3G,110.0,74.0,387.0,5.0,90.0,185.0,53.0,419.0,14.0,74.0,0
66054,4G,91.0,82.0,405.0,124.0,113.0,225.0,13.0,370.0,11.0,19.0,1
69269,2G,88.0,92.0,377.0,16.0,78.0,161.0,44.0,258.0,10.0,42.0,0
60116,3G,97.0,105.0,377.0,50.0,104.0,198.0,56.0,449.0,9.0,93.0,0
68677,3G,82.0,108.0,388.0,18.0,48.0,204.0,50.0,560.0,12.0,56.0,0
60283,4G,95.0,135.0,392.0,3.0,142.0,208.0,101.0,625.0,13.0,51.0,1
67238,4G,99.0,98.0,381.0,16.0,86.0,129.0,71.0,542.0,8.0,70.0,0
67229,4G,113.0,123.0,405.0,26.0,177.0,100.0,100.0,320.0,11.0,45.0,1
62044,3G,118.0,75.0,402.0,28.0,132.0,178.0,50.0,262.0,6.0,88.0,1
64863,4G,94.0,87.0,373.0,13.0,49.0,232.0,84.0,569.0,5.0,47.0,0
63275,3G,86.0,93.0,393.0,50.0,67.0,189.0,38.0,336.0,10.0,56.0,0
68081,3G,111.0,99.0,375.0,13.0,75.0,225.0,76.0,551.0,5.0,68.0,0
62673,4G,87.0,86.0,392.0,37.0,100.0,261.0,36.0,484.0,14.0,31.0,1
63073,4G,105.0,106.0,411.0,26.0,94.0,162.0,90.0,583.0,11.0,3.0,1
63377,3G,106.0,122.0,370.0,0.0,73.0,220.0,61.0,530.0,9.0,53.0,0
65672,3G,108.0,95.0,393.0,125.0,73.0,294.0,56.0,356.0,7.0,73.0,1
64526,3G,102.0,88.0,368.0,0.0,85.0,152.0,51.0,532.0,7.0,25.0,0
65221,3G,111.0,112.0,394.0,41.0,90.0,136.0,28.0,565.0,15.0,18.0,1
66761,2G,85.0,95.0,374.0,0.0,54.0,192.0,46.0,539.0,9.0,75.0,0
65206,3G,75.0,121.0,390.0,88.0,105.0,149.0,78.0,577.0,15.0,57.0,1
66921,3G,75.0,108.0,383.0,25.0,66.0,192.0,27.0,488.0,4.0,85.0,0
61456,4G,71.0,97.0,376.0,39.0,101.0,179.0,60.0,519.0,9.0,56.0,0
68588,4G,100.0,90.0,396.0,36.0,91.0,165.0,111.0,658.0,4.0,39.0,1
66604,3G,87.0,81.0,380.0,29.0,75.0,134.0,44.0,431.0,4.0,62.0,0
63267,3G,141.0,101.0,406.0,96.0,85.0,231.0,34.0,610.0,7.0,65.0,1
65236,3G,75.0,100.0,411.0,22.0,132.0,213.0,99.0,346.0,9.0,59.0,1
66582,3G,113.0,88.0,392.0,29.0,103.0,73.0,106.0,395.0,8.0,47.0,1
66222,4G,79.0,89.0,389.0,103.0,153.0,196.0,93.0,342.0,9.0,24.0,1
61446,4G,113.0,92.0,388.0,12.0,184.0,231.0,23.0,488.0,6.0,62.0,1
65786,4G,103.0,88.0,374.0,30.0,74.0,229.0,32.0,665.0,8.0,68.0,0
62803,3G,68.0,79.0,377.0,4.0,98.0,180.0,47.0,579.0,7.0,92.0,0
61879,4G,121.0,98.0,391.0,63.0,170.0,165.0,39.0,709.0,7.0,35.0,1
63619,3G,121.0,109.0,412.0,27.0,79.0,232.0,80.0,555.0,9.0,45.0,1
65041,4G,105.0,56.0,396.0,103.0,78.0,214.0,111.0,535.0,12.0,54.0,1
64103,3G,71.0,119.0,392.0,79.0,136.0,213.0,40.0,356.0,3.0,26.0,1
60707,2G,78.0,110.0,380.0,1.0,77.0,152.0,90.0,511.0,12.0,53.0,0
65990,4G,105.0,122.0,395.0,71.0,133.0,175.0,49.0,561.0,5.0,0.0,1
63556,3G,87.0,94.0,387.0,131.0,141.0,208.0,72.0,473.0,16.0,30.0,1
62061,3G,63.0,113.0,402.0,23.0,86.0,217.0,18.0,384.0,10.0,97.0,1
66820,2G,72.0,91.0,382.0,32.0,101.0,150.0,68.0,572.0,8.0,77.0,0
67279,2G,75.0,84.0,383.0,40.0,56.0,115.0,85.0,469.0,8.0,66.0,0
63400,3G,125.0,101.0,385.0,22.0,79.0,209.0,51.0,473.0,9.0,68.0,0
61235,3G,107.0,85.0,393.0,91.0,70.0,205.0,68.0,630.0,14.0,40.0,1
69029,4G,73.0,86.0,385.0,24.0,78.0,166.0,82.0,475.0,9.0,35.0,0
66334,4G,74.0,69.0,385.0,29.0,108.0,185.0,72.0,376.0,10.0,67.0,0
61147,3G,119.0,71.0,420.0,42.0,120.0,171.0,79.0,520.0,7.0,10.0,1
68786,4G,105.0,83.0,377.0,0.0,62.0,146.0,51.0,520.0,10.0,76.0,0
68407,2G,71.0,100.0,376.0,12.0,79.0,182.0,24.0,549.0,9.0,60.0,0
61467,2G,109.0,103.0,374.0,11.0,98.0,180.0,70.0,548.0,12.0,77.0,0
62316,4G,83.0,123.0,398.0,44.0,148.0,106.0,65.0,461.0,13.0,7.0,1
67596,3G,112.0,90.0,411.0,68.0,89.0,217.0,76.0,487.0,4.0,104.0,1
69498,3G,112.0,80.0,404.0,72.0,148.0,133.0,21.0,410.0,11.0,0.0,1
64455,4G,117.0,100.0,391.0,6.0,151.0,175.0,48.0,640.0,14.0,6.0,1
68049,3G,64.0,121.0,385.0,136.0,109.0,195.0,72.0,522.0,8.0,70.0,1
65930,3G,85.0,141.0,409.0,94.0,125.0,169.0,0.0,407.0,16.0,65.0,1
64759,3G,132.0,90.0,391.0,0.0,87.0,231.0,58.0,564.0,10.0,66.0,1
61226,2G,116.0,94.0,391.0,23.0,80.0,137.0,71.0,605.0,12.0,63.0,0
67356,3G,114.0,127.0,397.0,0.0,102.0,103.0,63.0,702.0,7.0,81.0,1
61144,3G,102.0,61.0,387.0,2.0,50.0,163.0,50.0,556.0,6.0,68.0,0
66551,4G,80.0,119.0,402.0,117.0,99.0,121.0,13.0,556.0,8.0,40.0,1
61796,4G,107.0,82.0,410.0,0.0,116.0,171.0,52.0,296.0,7.0,80.0,1
68662,3G,87.0,65.0,367.0,2.0,92.0,202.0,60.0,513.0,6.0,53.0,0
60136,4G,107.0,62.0,378.0,23.0,83.0,168.0,65.0,431.0,9.0,82.0,0
69855,3G,109.0,115.0,389.0,3.0,83.0,206.0,54.0,470.0,4.0,54.0,0
69818,3G,102.0,81.0,397.0,12.0,92.0,167.0,77.0,422.0,8.0,56.0,0
66162,4G,122.0,95.0,391.0,41.0,80.0,196.0,59.0,497.0,11.0,55.0,0
60457,2G,106.0,67.0,374.0,16.0,78.0,220.0,54.0,408.0,13.0,38.0,0
63316,3G,79.0,69.0,397.0,0.0,96.0,230.0,5.0,446.0,15.0,68.0,1
63669,3G,112.0,156.0,411.0,0.0,52.0,235.0,63.0,570.0,4.0,68.0,1
67775,3G,67.0,77.0,380.0,10.0,61.0,157.0,39.0,424.0,6.0,58.0,0
69483,3G,80.0,74.0,383.0,0.0,105.0,159.0,50.0,631.0,6.0,85.0,1
65470,3G,107.0,86.0,382.0,34.0,78.0,171.0,51.0,540.0,9.0,73.0,0
61636,3G,89.0,126.0,419.0,34.0,126.0,142.0,107.0,630.0,12.0,92.0,1
67595,4G,90.0,88.0,380.0,38.0,57.0,188.0,63.0,375.0,9.0,64.0,0
61134,4G,81.0,121.0,397.0,0.0,114.0,224.0,30.0,500.0,9.0,67.0,1
62505,3G,154.0,105.0,408.0,0.0,143.0,130.0,26.0,526.0,12.0,3.0,1
67636,2G,82.0,95.0,385.0,10.0,75.0,166.0,42.0,614.0,7.0,55.0,0
64742,3G,106.0,111.0,402.0,36.0,129.0,234.0,101.0,408.0,9.0,91.0,1
60310,4G,104.0,95.0,402.0,135.0,109.0,232.0,65.0,718.0,7.0,45.0,1
65309,3G,81.0,116.0,369.0,8.0,90.0,179.0,25.0,502.0,9.0,84.0,0
64809,3G,87.0,103.0,378.0,14.0,83.0,228.0,75.0,320.0,6.0,64.0,0
60737,3G,117.0,107.0,382.0,8.0,75.0,150.0,31.0,559.0,10.0,52.0,0
67514,2G,102.0,89.0,371.0,18.0,68.0,178.0,41.0,502.0,7.0,20.0,0
61243,4G,138.0,86.0,392.0,65.0,95.0,197.0,82.0,561.0,7.0,88.0,1
60498,3G,100.0,97.0,384.0,20.0,86.0,191.0,42.0,427.0,2.0,68.0,0
65057,2G,115.0,107.0,391.0,36.0,71.0,233.0,68.0,500.0,11.0,35.0,0
69736,2G,81.0,102.0,379.0,24.0,101.0,116.0,55.0,620.0,8.0,59.0,0
69661,2G,82.0,81.0,377.0,8.0,59.0,194.0,56.0,370.0,8.0,56.0,0
68019,4G,101.0,97.0,375.0,16.0,69.0,195.0,83.0,598.0,11.0,39.0,0
63462,3G,119.0,112.0,392.0,111.0,95.0,237.0,39.0,651.0,16.0,29.0,1
60656,4G,101.0,137.0,416.0,43.0,67.0,249.0,59.0,493.0,4.0,75.0,1
68447,4G,82.0,101.0,390.0,53.0,102.0,189.0,55.0,615.0,9.0,31.0,0
68085,4G,128.0,96.0,413.0,52.0,151.0,119.0,51.0,422.0,7.0,40.0,1
63762,4G,91.0,71.0,393.0,12.0,61.0,177.0,46.0,605.0,8.0,50.0,0
61125,4G,84.0,90.0,391.0,0.0,138.0,186.0,36.0,529.0,10.0,76.0,1
67422,3G,62.0,81.0,404.0,0.0,161.0,280.0,49.0,574.0,10.0,74.0,1
64092,2G,81.0,90.0,384.0,60.0,75.0,199.0,44.0,616.0,6.0,42.0,0
68625,4G,119.0,100.0,395.0,31.0,105.0,71.0,47.0,332.0,14.0,72.0,1
64578,3G,111.0,117.0,403.0,16.0,138.0,113.0,66.0,320.0,8.0,70.0,1
63497,3G,95.0,70.0,390.0,140.0,107.0,155.0,46.0,716.0,11.0,32.0,1
61375,4G,96.0,98.0,396.0,60.0,126.0,95.0,58.0,673.0,14.0,61.0,1
66762,4G,103.0,104.0,403.0,0.0,182.0,218.0,62.0,542.0,11.0,49.0,1
61976,4G,71.0,61.0,371.0,8.0,65.0,234.0,75.0,487.0,10.0,57.0,0
65516,3G,158.0,95.0,425.0,19.0,147.0,120.0,30.0,408.0,5.0,51.0,1
64399,2G,75.0,65.0,370.0,21.0,66.0,190.0,52.0,488.0,7.0,32.0,0
64215,4G,105.0,69.0,397.0,0.0,136.0,162.0,55.0,336.0,4.0,74.0,1
61236,2G,85.0,100.0,383.0,15.0,103.0,211.0,46.0,545.0,9.0,50.0,0
68611,3G,70.0,92.0,390.0,0.0,116.0,172.0,48.0,586.0,5.0,43.0,1
67775,3G,106.0,81.0,380.0,14.0,92.0,201.0,81.0,534.0,6.0,55.0,0
62928,3G,84.0,81.0,393.0,24.0,93.0,160.0,56.0,325.0,10.0,55.0,0
68990,4G,135.0,135.0,401.0,89.0,152.0,169.0,92.0,430.0,5.0,26.0,1
63712,4G,105.0,79.0,390.0,9.0,73.0,191.0,51.0,432.0,11.0,17.0,0
60188,3G,99.0,67.0,425.0,62.0,136.0,187.0,30.0,594.0,14.0,29.0,1
66174,2G,75.0,91.0,374.0,0.0,53.0,208.0,56.0,447.0,11.0,50.0,0
65118,2G,110.0,87.0,366.0,38.0,100.0,178.0,44.0,546.0,11.0,47.0,0
64783,4G,119.0,96.0,377.0,25.0,58.0,161.0,72.0,606.0,8.0,60.0,0
67497,4G,96.0,65.0,378.0,0.0,83.0,213.0,57.0,592.0,7.0,53.0,0
66678,3G,106.0,102.0,374.0,48.0,76.0,179.0,79.0,365.0,7.0,39.0,0
65720,4G,109.0,96.0,394.0,28.0,89.0,219.0,73.0,510.0,9.0,43.0,0
65117,4G,91.0,144.0,420.0,54.0,113.0,179.0,57.0,329.0,9.0,42.0,1
65267,4G,86.0,89.0,377.0,23.0,82.0,170.0,83.0,504.0,8.0,101.0,0
64592,4G,86.0,109.0,413.0,0.0,141.0,203.0,84.0,373.0,10.0,44.0,1
60508,3G,118.0,128.0,396.0,41.0,105.0,212.0,47.0,323.0,11.0,3.0,1
62932,4G,84.0,41.0,389.0,15.0,98.0,196.0,58.0,407.0,4.0,102.0,1
60099,2G,79.0,131.0,387.0,20.0,91.0,188.0,63.0,495.0,7.0,58.0,0
63090,4G,82.0,89.0,394.0,12.0,154.0,192.0,82.0,466.0,12.0,116.0,1
60264,2G,57.0,114.0,381.0,16.0,88.0,152.0,81.0,473.0,7.0,61.0,0
66026,2G,88.0,96.0,397.0,3.0,64.0,171.0,60.0,431.0,4.0,38.0,0
63111,2G,108.0,88.0,377.0,28.0,72.0,146.0,74.0,429.0,6.0,67.0,0
64646,4G,99.0,102.0,409.0,42.0,64.0,238.0,70.0,698.0,13.0,40.0,1
61925,3G,75.0,79.0,383.0,18.0,94.0,224.0,58.0,382.0,10.0,80.0,0
69643,2G,100.0,107.0,387.0,23.0,40.0,149.0,66.0,491.0,4.0,65.0,0
66481,3G,104.0,117.0,412.0,60.0,79.0,210.0,50.0,587.0,9.0,104.0,1
69449,4G,83.0,120.0,412.0,63.0,136.0,195.0,80.0,473.0,8.0,0.0,1
64161,3G,85.0,120.0,390.0,0.0,160.0,187.0,40.0,458.0,9.0,47.0,1
63551,4G,64.0,102.0,394.0,32.0,78.0,218.0,37.0,550.0,9.0,41.0,0
60131,3G,72.0,117.0,396.0,134.0,100.0,212.0,60.0,312.0,13.0,49.0,1
69039,4G,77.0,88.0,391.0,109.0,103.0,193.0,9.0,485.0,13.0,79.0,1
65543,4G,141.0,101.0,402.0,48.0,101.0,163.0,69.0,448.0,8.0,103.0,1
66244,2G,73.0,74.0,381.0,6.0,93.0,194.0,87.0,577.0,13.0,42.0,0
63587,4G,80.0,124.0,407.0,63.0,104.0,149.0,42.0,381.0,15.0,33.0,1
62973,4G,81.0,101.0,381.0,111.0,103.0,170.0,47.0,585.0,4.0,82.0,1
62629,4G,76.0,71.0,375.0,37.0,81.0,173.0,59.0,533.0,4.0,88.0,0
64156,4G,101.0,107.0,386.0,19.0,81.0,212.0,93.0,504.0,4.0,61.0,0
66731,3G,75.0,92.0,378.0,26.0,50.0,171.0,72.0,463.0,9.0,66.0,0
66648,3G,93.0,112.0,400.0,70.0,121.0,158.0,80.0,794.0,8.0,49.0,1
69144,2G,86.0,105.0,385.0,4.0,80.0,152.0,39.0,531.0,8.0,46.0,0
65526,4G,89.0,78.0,380.0,42.0,57.0,150.0,42.0,525.0,10.0,83.0,0
66082,3G,76.0,86.0,387.0,43.0,100.0,135.0,64.0,614.0,10.0,59.0,0
69558,4G,92.0,78.0,373.0,34.0,78.0,232.0,60.0,522.0,6.0,75.0,0
60046,2G,83.0,85.0,387.0,10.0,104.0,206.0,97.0,469.0,13.0,59.0,0
64404,4G,132.0,90.0,401.0,99.0,83.0,142.0,89.0,651.0,5.0,54.0,1
68227,3G,55.0,110.0,402.0,5.0,139.0,166.0,59.0,352.0,7.0,36.0,1
64805,4G,97.0,71.0,384.0,13.0,42.0,167.0,50.0,500.0,10.0,37.0,0
66079,4G,77.0,86.0,381.0,13.0,65.0,185.0,41.0,598.0,10.0,40.0,0
62008,4G,88.0,87.0,382.0,46.0,57.0,174.0,55.0,588.0,8.0,44.0,0
60851,3G,100.0,119.0,387.0,53.0,163.0,108.0,72.0,504.0,6.0,17.0,1
67552,4G,75.0,89.0,392.0,20.0,113.0,207.0,59.0,479.0,13.0,67.0,0
68722,3G,108.0,131.0,412.0,45.0,97.0,179.0,37.0,738.0,14.0,80.0,1
67773,2G,66.0,98.0,384.0,12.0,83.0,105.0,55.0,491.0,8.0,50.0,0
61935,4G,96.0,92.0,400.0,30.0,86.0,220.0,18.0,658.0,15.0,71.0,1
63575,3G,92.0,111.0,416.0,47.0,113.0,152.0,68.0,318.0,7.0,3.0,1
68638,4G,74.0,94.0,392.0,0.0,69.0,149.0,63.0,544.0,6.0,38.0,0
65770,2G,114.0,73.0,373.0,2.0,54.0,217.0,80.0,492.0,8.0,49.0,0
60290,4G,97.0,84.0,401.0,132.0,63.0,218.0,19.0,410.0,7.0,25.0,1
65147,4G,75.0,136.0,415.0,38.0,106.0,157.0,89.0,488.0,6.0,54.0,1
63377,3G,94.0,100.0,416.0,6.0,162.0,184.0,0.0,489.0,9.0,52.0,1
62980,3G,113.0,88.0,370.0,14.0,75.0,225.0,52.0,523.0,6.0,71.0,0
62264,3G,95.0,87.0,366.0,19.0,67.0,202.0,51.0,498.0,5.0,55.0,0
66416,4G,92.0,131.0,403.0,49.0,120.0,232.0,92.0,240.0,6.0,35.0,1
64257,4G,111.0,85.0,377.0,23.0,98.0,198.0,93.0,442.0,9.0,73.0,0
64431,4G,142.0,108.0,399.0,52.0,115.0,219.0,14.0,355.0,9.0,46.0,1
63264,4G,97.0,135.0,374.0,25.0,66.0,200.0,70.0,460.0,10.0,65.0,0
66394,2G,78.0,86.0,374.0,0.0,100.0,171.0,60.0,700.0,6.0,75.0,0
68564,2G,94.0,102.0,365.0,6.0,76.0,226.0,62.0,585.0,10.0,65.0,0
64235,3G,83.0,99.0,398.0,0.0,165.0,190.0,64.0,553.0,5.0,80.0,1
63774,4G,104.0,117.0,408.0,6.0,91.0,158.0,112.0,577.0,6.0,87.0,1
68451,3G,84.0,96.0,388.0,82.0,109.0,232.0,11.0,606.0,4.0,35.0,1
63971,3G,67.0,83.0,378.0,5.0,73.0,222.0,37.0,388.0,8.0,60.0,0
67666,4G,111.0,159.0,384.0,112.0,89.0,134.0,45.0,430.0,0.0,63.0,1
65005,3G,117.0,96.0,411.0,99.0,74.0,193.0,48.0,339.0,9.0,78.0,1
60434,2G,60.0,110.0,380.0,13.0,105.0,193.0,38.0,555.0,8.0,65.0,0
65662,4G,121.0,75.0,408.0,63.0,119.0,258.0,76.0,437.0,8.0,27.0,1
61819,4G,93.0,92.0,382.0,13.0,104.0,274.0,76.0,430.0,11.0,64.0,0
65078,4G,91.0,77.0,393.0,35.0,60.0,173.0,67.0,474.0,9.0,53.0,0
67881,3G,75.0,82.0,366.0,49.0,72.0,177.0,71.0,362.0,6.0,42.0,0
67809,4G,76.0,80.0,373.0,27.0,89.0,163.0,33.0,621.0,9.0,35.0,0
61452,3G,117.0,126.0,383.0,109.0,139.0,162.0,70.0,488.0,6.0,22.0,1
67397,4G,96.0,107.0,384.0,40.0,84.0,147.0,73.0,475.0,12.0,47.0,0
65112,3G,106.0,101.0,378.0,39.0,78.0,196.0,70.0,406.0,11.0,50.0,0
66225,3G,101.0,99.0,403.0,0.0,154.0,183.0,35.0,556.0,16.0,67.0,1
66846,3G,136.0,121.0,403.0,99.0,131.0,240.0,71.0,396.0,12.0,62.0,1
63153,4G,116.0,121.0,367.0,11.0,84.0,189.0,65.0,641.0,8.0,69.0,0
66547,4G,78.0,111.0,388.0,34.0,96.0,172.0,66.0,476.0,8.0,73.0,0
62097,3G,95.0,107.0,374.0,25.0,93.0,169.0,42.0,388.0,9.0,46.0,0
66877,3G,100.0,82.0,382.0,39.0,74.0,149.0,50.0,327.0,8.0,84.0,0
67392,3G,88.0,121.0,412.0,95.0,149.0,155.0,92.0,411.0,3.0,27.0,1
66160,4G,77.0,140.0,386.0,9.0,132.0,191.0,26.0,439.0,7.0,21.0,1
61811,2G,102.0,121.0,383.0,31.0,69.0,219.0,69.0,564.0,7.0,50.0,0
62343,4G,96.0,82.0,380.0,162.0,140.0,162.0,41.0,408.0,6.0,61.0,1
65563,2G,67.0,117.0,371.0,3.0,103.0,221.0,52.0,551.0,12.0,67.0,0
65550,3G,82.0,87.0,388.0,3.0,71.0,226.0,31.0,404.0,13.0,66.0,0
69924,2G,82.0,72.0,387.0,38.0,103.0,244.0,74.0,468.0,11.0,78.0,0
67492,4G,134.0,100.0,389.0,83.0,94.0,186.0,64.0,711.0,9.0,67.0,1
60365,3G,95.0,67.0,389.0,104.0,172.0,186.0,64.0,360.0,10.0,69.0,1
68040,3G,85.0,96.0,389.0,0.0,114.0,185.0,83.0,401.0,15.0,56.0,1
64948,3G,134.0,60.0,410.0,26.0,70.0,229.0,56.0,682.0,17.0,52.0,1
69314,3G,106.0,86.0,381.0,43.0,71.0,157.0,79.0,469.0,13.0,76.0,0
61682,3G,122.0,99.0,420.0,51.0,103.0,236.0,65.0,560.0,10.0,80.0,1
65550,3G,89.0,89.0,362.0,12.0,66.0,148.0,72.0,531.0,4.0,71.0,0
68319,2G,102.0,87.0,364.0,17.0,78.0,199.0,53.0,483.0,14.0,46.0,0
66161,3G,113.0,107.0,392.0,142.0,97.0,215.0,0.0,528.0,10.0,57.0,1
62435,4G,94.0,122.0,381.0,2.0,102.0,162.0,46.0,325.0,7.0,39.0,1
68885,3G,107.0,57.0,402.0,34.0,85.0,221.0,96.0,519.0,8.0,56.0,1
64729,3G,87.0,83.0,367.0,0.0,79.0,186.0,49.0,685.0,10.0,41.0,0
67212,3G,95.0,65.0,378.0,2.0,91.0,145.0,39.0,467.0,11.0,68.0,0
62432,4G,70.0,70.0,373.0,32.0,64.0,229.0,47.0,558.0,7.0,80.0,0
68042,3G,78.0,89.0,383.0,10.0,47.0,153.0,87.0,427.0,9.0,71.0,0
60454,3G,76.0,100.0,390.0,6.0,63.0,183.0,48.0,589.0,11.0,61.0,0
69751,4G,108.0,98.0,384.0,18.0,94.0,144.0,38.0,440.0,9.0,75.0,0
68667,4G,116.0,106.0,395.0,53.0,160.0,232.0,80.0,658.0,8.0,42.0,1
60843,4G,100.0,102.0,385.0,0.0,53.0,169.0,60.0,365.0,8.0,44.0,0
65260,3G,116.0,84.0,403.0,20.0,111.0,245.0,88.0,446.0,12.0,17.0,1
